Tanggal;Ref Id;Kode Produk;Nama Produk;Harga Modal;Harga Jual;Profit;Message;Status
30/09/2024 12:56;ru4bfm09gv8881;axis15;Axis 15.000;14941;15027;86;TransaksiSukses;Sukses
30/09/2024 12:53;sl7qmb097ohy1947;ff120;Free Fire 120 Diamond;14448;14580;132;TransaksiSukses;Sukses
30/09/2024 12:53;627qm809q8ou4345;ovo50;OVO 50.000;50440;50509;69;TransaksiSukses;Sukses
30/09/2024 12:52;2g7qm509g532878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
30/09/2024 12:51;h97qly09p8me5396;tp-isat10;Indosat Pulsa Transfer 10.000;10035;10169;134;TransaksiSukses;Sukses
30/09/2024 12:48;ud7qlj09s4y42013;ff50;Free Fire 50 Diamond;6110;6619;509;TransaksiSukses;Sukses
30/09/2024 12:45;uv7ql709mygd2948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
30/09/2024 12:44;ao7ql3094c3z73638;gopay25;Go Pay 25.000;25185;25420;235;TransaksiSukses;Sukses
30/09/2024 12:42;af7qkn09ino95602;tp-tsel60;Telkomsel Pulsa Transfer 60.000;57481;58256;775;TransaksiSukses;Sukses
30/09/2024 12:42;c34bdp09dg2i2202;fu-isat7;Indosat Freedom U 35 GB 30 Hari;101795;103630;1835;TransaksiSukses;Sukses
30/09/2024 12:40;jq4bdf09fcgm2948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
30/09/2024 12:36;o27qju099ejj1435;dana10;DANA 10.000;10090;10175;85;TransaksiSukses;Sukses
30/09/2024 12:36;2k1iqo0w91iy1472;dana60;DANA 60.000;60035;60171;136;TransaksiSukses;Sukses
30/09/2024 12:36;m54bcw09tx471457;dana250;DANA 250.000;250090;250188;98;TransaksiSukses;Sukses
30/09/2024 12:28;8o7qiv09ydmu4191;nex1001;Nex Parabola Paket Basic 30 Hari (1001);18945;19166;221;TransaksiSukses;Sukses
30/09/2024 12:27;mk1ip70wyahu2956;isat20;Indosat 20.000;19765;19867;102;TransaksiSukses;Sukses
30/09/2024 12:27;1p1ip50wuweb878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
30/09/2024 12:27;rf7qin094oj92762;hp-tri3-3;Tri Data Happy 3 GB 3 Hari;10218;10279;61;TransaksiSukses;Sukses
30/09/2024 12:26;4i7qig09nxa04191;nex1001;Nex Parabola Paket Basic 30 Hari (1001);18945;19166;221;TransaksiSukses;Sukses
30/09/2024 12:25;3f1iop0wcm8i3025;jabo-isat1;Indosat Data Jabodetabek Freedom Internet Harian 1 GB 2 Hari;5880;5941;61;TransaksiSukses;Sukses
30/09/2024 12:24;9b7qi909ldvo1459;dana30;DANA 30.000;30080;30170;90;TransaksiSukses;Sukses
30/09/2024 12:24;b07qi609d9un2748;hp-tri1500-1;Tri Data Happy 1.5 GB 1 Hari;3585;3645;60;TransaksiSukses;Sukses
30/09/2024 12:23;2o7qhy09kfqy3838;ml110;MOBILELEGEND - 110 Diamond;27500;27886;386;TransaksiSukses;Sukses
30/09/2024 12:20;cn1inr0w48r05881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 12:19;9h7qhh09wk6p80343;d-sf2-3;Smartfren Data 2 GB / 3 Hari;7052;7196;144;TransaksiSukses;Sukses
30/09/2024 12:17;t31inc0wmxch56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 12:17;qa7qh409yev056396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 12:17;av1in80w39hb3579;m-axis2500;Axis Data Mini 2.5 GB 5 Hari;14110;14216;106;TransaksiSukses;Sukses
30/09/2024 12:15;cb4b9x09w3984428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 12:15;wl4b9w093xqa1461;dana35;DANA 35.000;35090;35170;80;TransaksiSukses;Sukses
30/09/2024 12:14;li4b9t09rhnk6715;xl5;Xl 5.000;5834;5921;87;TransaksiSukses;Sukses
30/09/2024 12:12;pk7qgj09agbj5383;tp-axis5;Axis Pulsa Transfer 5.000;5615;5676;61;TransaksiSukses;Sukses
30/09/2024 12:12;fe1imf0w52cc890;axis50;Axis 50.000;49795;49861;66;TransaksiSukses;Sukses
30/09/2024 12:11;7y1im90wk1d7810;av-snz1-tsel1500;Aktivasi Voucher Telkomsel 1.5 GB 3 Hari (Sumatera Selatan Zona 1);8755;8866;111;TransaksiSukses;Sukses
30/09/2024 12:11;7z4b9809awk8810;av-snz1-tsel1500;Aktivasi Voucher Telkomsel 1.5 GB 3 Hari (Sumatera Selatan Zona 1);8755;8866;111;TransaksiSukses;Sukses
30/09/2024 12:08;on1ilu0w6b676236;v-jh-isat10;Voucher Indosat Jawa Tengah Freedom Combo 10 GB / 30 Hari;45350;46790;1440;TransaksiSukses;Sukses
30/09/2024 12:04;e64b7u093ydr67357;ywg-isat1-1;Indosat Yellow Gift 1 GB 1 Hari;5655;5716;61;TransaksiSukses;Sukses
30/09/2024 12:04;pd7qf2097k3i2032;ff70;Free Fire 70 Diamond;8651;8811;160;TransaksiSukses;Sukses
30/09/2024 12:00;g97qek09ci5q65972;tp-isat20;Indosat Pulsa Transfer 20.000;19351;19452;101;TransaksiSukses;Sukses
30/09/2024 11:59;b64b76099lhi65021;pln50;PLN 50.000;50025;50091;0;NomorTujuanSalah;Gagal
30/09/2024 11:59;7y4b7509wdiv4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 11:53;uw4b6b09aqh62401;gopay500;Go Pay 500.000;500275;500365;90;TransaksiSukses;Sukses
30/09/2024 11:51;qk1ij50wqvbp878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
30/09/2024 11:51;0b4b5s09gjle68504;m-axis1500-5;Axis Data Mini 1.5 GB 5 Hari;11860;11921;61;TransaksiSukses;Sukses
30/09/2024 11:50;t41ij40wpsv24335;ovo25;OVO 25.000;25425;25520;95;TransaksiSukses;Sukses
30/09/2024 11:48;e07qcv095hfq1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
30/09/2024 11:46;dg1iik0wic2356396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 11:43;1o7qcb09u1pn1461;dana35;DANA 35.000;35090;35170;80;TransaksiSukses;Sukses
30/09/2024 11:43;vc7qc409op6u2762;hp-tri3-3;Tri Data Happy 3 GB 3 Hari;10218;10279;61;TransaksiSukses;Sukses
30/09/2024 11:38;gt1ih60w3f1l889;axis5;Axis 5.000;5650;5895;245;TransaksiSukses;Sukses
30/09/2024 11:37;2v1igo0w8k693831;ml100;MOBILELEGEND - 100 Diamond;25146;25422;276;TransaksiSukses;Sukses
30/09/2024 11:36;yz7qb1097a142964;isat5;Indosat 5.000;5745;5806;61;TransaksiSukses;Sukses
30/09/2024 11:32;yq4b2u09bovy1993;ff360;Free Fire 360 Diamond;43043;45908;2865;TransaksiSukses;Sukses
30/09/2024 11:31;y57qaa09qizc5881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 11:31;gi7qa70976t65882;tsel50;Telkomsel 50.000;49575;49640;65;TransaksiSukses;Sukses
30/09/2024 11:30;1y7qa509gk5d3300;kvn10;K-VISION 10.000;9650;9816;166;TransaksiSukses;Sukses
30/09/2024 11:30;3b7qa309k1f270529;dana120;DANA 120.000;120090;120211;121;TransaksiSukses;Sukses
30/09/2024 11:30;t67qa209c7ud6715;xl5;Xl 5.000;5834;5921;87;TransaksiSukses;Sukses
30/09/2024 11:29;7r1ifa0wb7qw85078;kvn88;K-VISION 88.000;85800;85869;69;TransaksiSukses;Sukses
30/09/2024 11:28;of4b2c09ke1z65827;isat50;Indosat 50.000;49050;49145;95;TransaksiSukses;Sukses
30/09/2024 11:27;o97q9q09htue70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
30/09/2024 11:26;wp7q9n09m2ag5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
30/09/2024 11:24;5y7q990965qe340;aon-tri9;AlwaysOn 9 GB;43390;43849;459;TransaksiSukses;Sukses
30/09/2024 11:23;lv4b1r09fuex1821;f-tsel1-30;Telkomsel Data Flash 1 GB 30 Hari;11035;11571;536;TransaksiSukses;Sukses
30/09/2024 11:22;4w1ie70w4lj456396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 11:21;9y7q8z09oclw5816;tsel15;Telkomsel 15.000;14890;14951;61;TransaksiSukses;Sukses
30/09/2024 11:17;xf7q8e09x2j94428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 11:17;oy1idg0w63ef827;av-sulu-axis16-30;Aktivasi Voucher Axis Aigo 16 GB 30 Hari (Sulutra);39800;39864;64;TransaksiSukses;Sukses
30/09/2024 11:15;af4b0s099k63201;500dana50;DANA 50.000 Admin 500;49590;49710;120;TransaksiSukses;Sukses
30/09/2024 11:15;wm4b0q094z074428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 11:14;qg4b0n0997uj1821;f-tsel1-30;Telkomsel Data Flash 1 GB 30 Hari;11035;11571;536;TransaksiSukses;Sukses
30/09/2024 11:06;r87q6m09xfzj5775;tri40;Three 40.000;38975;39149;174;TransaksiSukses;Sukses
30/09/2024 11:05;7y4ayy093huy86294;av-ksmp-tri11-30;Aktivasi Voucher Tri Happy 11 GB 30 Hari (Kalisumapa);45725;45865;0;ProdukSedangGangguan;Gagal
30/09/2024 11:03;sd7q6c09qt0g5881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 11:02;r67q66091m365881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 11:02;411ib50wk80l6715;xl5;Xl 5.000;5834;5921;87;TransaksiSukses;Sukses
30/09/2024 11:01;c17q6209ebjs5364;tp-axis20;Axis Pulsa Transfer 20.000;19645;19707;62;TransaksiSukses;Sukses
30/09/2024 10:59;l21ias0wdvyf2960;isat30;Indosat 30.000;29680;29798;118;TransaksiSukses;Sukses
30/09/2024 10:59;9i4ay0091rte3025;jabo-isat1;Indosat Data Jabodetabek Freedom Internet Harian 1 GB 2 Hari;5880;5941;61;TransaksiSukses;Sukses
30/09/2024 10:58;bk4axv09ulta2964;isat5;Indosat 5.000;5745;5806;61;TransaksiSukses;Sukses
30/09/2024 10:58;2i4axu09mnho2762;hp-tri3-3;Tri Data Happy 3 GB 3 Hari;10218;10279;61;TransaksiSukses;Sukses
30/09/2024 10:57;3d7q59097u146027;unli-sf1-7;Smartfren Data Unlimited Harian 1 GB Berlaku 7 Hari;25850;25913;63;TransaksiSukses;Sukses
30/09/2024 10:57;p31iad0w1t105777;tri5;Three 5.000;5495;5586;91;TransaksiSukses;Sukses
30/09/2024 10:56;201iab0w48p33025;jabo-isat1;Indosat Data Jabodetabek Freedom Internet Harian 1 GB 2 Hari;5880;5941;61;TransaksiSukses;Sukses
30/09/2024 10:55;w71ia40wwv1c65650;ml59;MOBILELEGEND - 59 Diamond;14711;14772;61;TransaksiSukses;Sukses
30/09/2024 10:54;ay7q4x09ghe5910;tsel75;Telkomsel 75.000;73150;73427;277;TransaksiSukses;Sukses
30/09/2024 10:54;t31ia00wclr32948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
30/09/2024 10:53;051i9v0wnxxi885;axis25;Axis 25.000;24920;24987;67;TransaksiSukses;Sukses
30/09/2024 10:52;6q4ax009c90b85636;av-ksmp-tri3-3;Aktivasi Voucher Tri Happy 3 GB 3 Hari (Kalisumapa);10520;10646;126;TransaksiSukses;Sukses
30/09/2024 10:51;kt7q4b09xssb5881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 10:50;hk1i9f0wgvrz15201;unli-sf700-30;Smartfren Data Unlimited Harian 700 MB Berlaku 30 Hari;72547;74372;1825;TransaksiSukses;Sukses
30/09/2024 10:48;384aw909rjg45910;tsel75;Telkomsel 75.000;73150;73427;277;TransaksiSukses;Sukses
30/09/2024 10:43;pn7q2z09114s5396;tp-isat10;Indosat Pulsa Transfer 10.000;10035;10169;134;TransaksiSukses;Sukses
30/09/2024 10:42;e67q2n09uec181513;m-axis2500-3;Axis Data Mini 2.5 GB 3 Hari;10355;10416;61;TransaksiSukses;Sukses
30/09/2024 10:41;nk1i810w9bs056396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 10:36;6b7q1q09t6d22331;gi980;Genshin Impact 980+110 Genesis Crystals;176118;176196;78;TransaksiSukses;Sukses
30/09/2024 10:35;bu7q1h09cgp13579;m-axis2500;Axis Data Mini 2.5 GB 5 Hari;14110;14216;106;TransaksiSukses;Sukses
30/09/2024 10:35;0k4au509k4ln2960;isat30;Indosat 30.000;29680;29798;118;TransaksiSukses;Sukses
30/09/2024 10:30;141i6f0wqwii4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 10:30;yt4ate09snkj70672;drivermaxim20;Maxim Driver 20.000;21875;21935;60;TransaksiSukses;Sukses
30/09/2024 10:28;194at309ia2s5813;tsel14;Telkomsel 14.000;14810;14921;111;TransaksiSukses;Sukses
30/09/2024 10:27;7v7q0909n09o2390;gopay30;Go Pay 30.000;30250;30360;110;TransaksiSukses;Sukses
30/09/2024 10:27;ur7q0509egcm66197;tp-tri20;Three Pulsa Transfer 20.000;19393;19647;254;TransaksiSukses;Sukses
30/09/2024 10:26;9f1i5k0w8pgd56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 10:22;3g1i4s0weww056396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 10:21;9q7pz509v2sn1461;dana35;DANA 35.000;35090;35170;80;TransaksiSukses;Sukses
30/09/2024 10:21;v04aro094bb25772;tri30;Three 30.000;29260;29403;143;TransaksiSukses;Sukses
30/09/2024 10:20;pi7pz009ol9d1443;dana13;DANA 13.000;13075;13180;105;TransaksiSukses;Sukses
30/09/2024 10:12;7g4aqf09r62v4917;sf10;Smartfren 10.000;9710;9781;71;TransaksiSukses;Sukses
30/09/2024 10:08;mo4apw09zzyn1452;dana19;DANA 19.000;19095;19155;60;TransaksiSukses;Sukses
30/09/2024 10:08;rg7px209vxp53579;m-axis2500;Axis Data Mini 2.5 GB 5 Hari;14110;14216;106;TransaksiSukses;Sukses
30/09/2024 10:05;pf1i230wojgc5882;tsel50;Telkomsel 50.000;49575;49640;65;TransaksiSukses;Sukses
30/09/2024 10:04;tv7pwk09p2jv1855;f-tsel5;Telkomsel Data Flash 5 GB 30 Hari;25625;29238;3613;TransaksiSukses;Sukses
30/09/2024 10:04;6r7pwj09gxg14925;sf20;Smartfren 20.000;19465;19527;62;TransaksiSukses;Sukses
30/09/2024 10:04;ph4ap609d1dg5816;tsel15;Telkomsel 15.000;14890;14951;61;TransaksiSukses;Sukses
30/09/2024 10:03;7u4ap509wcdi5832;tsel20;Telkomsel 20.000;19845;19942;97;TransaksiSukses;Sukses
30/09/2024 10:03;s04ap3094z3i70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
30/09/2024 10:01;xz7pw5097t2h86294;av-ksmp-tri11-30;Aktivasi Voucher Tri Happy 11 GB 30 Hari (Kalisumapa);45725;45865;0;ProdukSedangGangguan;Gagal
30/09/2024 10:00;wq7pvq09aeb5867;av-xc-xl8;Aktivasi Voucher XL Xtra Combo Special 8 GB 30 Hari;25850;26392;542;TransaksiSukses;Sukses
30/09/2024 09:59;kx7pvn091xzq70712;drivermaxim30;Maxim Driver 30.000;31950;32010;60;TransaksiSukses;Sukses
30/09/2024 09:57;5h1i0v0w202p718;av-ksmp-isat2500;Aktivasi Voucher Indosat Kalisumapa Freedom Internet Harian 2.5 GB 5 Hari;12616;13021;405;TransaksiSukses;Sukses
30/09/2024 09:57;on4anz09s47k4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 09:56;dz4anr091i5c73758;gopay5;Go Pay 5.000;5765;5825;60;TransaksiSukses;Sukses
30/09/2024 09:55;ih7pux0957jn6038;unlins-sf6;Smartfren Data Unlimited Nonstop 6 GB 30 Hari;36175;36239;64;TransaksiSukses;Sukses
30/09/2024 09:54;344anh09el4m5860;tsel35;Telkomsel 35.000;34720;34783;63;TransaksiSukses;Sukses
30/09/2024 09:53;tq7puj0938rz2748;hp-tri1500-1;Tri Data Happy 1.5 GB 1 Hari;3585;3645;60;TransaksiSukses;Sukses
30/09/2024 09:52;bh7puc09mj4186335;av-suma-tri3-3;Aktivasi Voucher Tri Happy 3 GB 3 Hari (Sumatera);10278;10521;243;TransaksiSukses;Sukses
30/09/2024 09:51;ft1hzs0we412948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
30/09/2024 09:51;k47pu809i6aj87764;bp-xl2-4;XL Data Bebas Puas 2 GB 4 Hari;10976;11137;161;TransaksiSukses;Sukses
30/09/2024 09:50;g81hzi0w4bx81855;f-tsel5;Telkomsel Data Flash 5 GB 30 Hari;25625;29238;3613;TransaksiSukses;Sukses
30/09/2024 09:49;ar7pty09jbt51439;dana115;DANA 115.000;115075;115161;86;TransaksiSukses;Sukses
30/09/2024 09:49;a34amf09lxmm881;axis15;Axis 15.000;14941;15027;86;TransaksiSukses;Sukses
30/09/2024 09:48;7b4amb099mz82948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
30/09/2024 09:47;2t7ptn09v8qh1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
30/09/2024 09:47;2j4am509f3v54422;pln100;PLN 100.000;100025;100086;61;TransaksiSukses;Sukses
30/09/2024 09:47;a07pti093ry05881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 09:45;de1hyh0wbs1r4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 09:43;gy4al809w444719;av-ksmp-isat5-5;Aktivasi Voucher Indosat Kalisumapa Freedom Internet Harian 5 GB 5 Hari;17079;17947;868;TransaksiSukses;Sukses
30/09/2024 09:41;ll1hxp0watpx1446;dana15;DANA 15.000;15090;15195;105;TransaksiSukses;Sukses
30/09/2024 09:41;nu7psc09tsn42792;hs-xl3-7;XL XTRA Hotrod Special 3 GB 7 Hari;19052;19114;62;TransaksiSukses;Sukses
30/09/2024 09:40;721hxi0wjprr2746;hp-tri1-1;Tri Data Happy 1 GB 1 Hari;3633;3803;170;TransaksiSukses;Sukses
30/09/2024 09:40;wh1hxg0wevin70672;drivermaxim20;Maxim Driver 20.000;21875;21935;60;TransaksiSukses;Sukses
30/09/2024 09:39;7h1hxa0wbfoz56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 09:37;4l1hx10wayy21821;f-tsel1-30;Telkomsel Data Flash 1 GB 30 Hari;11035;11571;536;TransaksiSukses;Sukses
30/09/2024 09:36;237prd09cbde1480;dana80;DANA 80.000;80090;80161;71;TransaksiSukses;Sukses
30/09/2024 09:35;hs4ajy09zzzc65921;isat50;Indosat 50.000;48875;49145;270;TransaksiSukses;Sukses
30/09/2024 09:34;dn7pqz09whwu4925;sf20;Smartfren 20.000;19465;19527;62;TransaksiSukses;Sukses
30/09/2024 09:32;0o7pql09rmi8889;axis5;Axis 5.000;5650;5895;245;TransaksiSukses;Sukses
30/09/2024 09:31;na1hw10wv68r5801;tsel100;Telkomsel 100.000;98580;98745;165;TransaksiSukses;Sukses
30/09/2024 09:30;bl7pqb09dz9q70672;drivermaxim20;Maxim Driver 20.000;21875;21935;60;TransaksiSukses;Sukses
30/09/2024 09:29;bu7pq109ks8z5816;tsel15;Telkomsel 15.000;14860;14921;61;TransaksiSukses;Sukses
30/09/2024 09:26;pz1hv00wssk15800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
30/09/2024 09:25;ae7ppa09dp1l70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
30/09/2024 09:25;8b4ai109hep31855;f-tsel5;Telkomsel Data Flash 5 GB 30 Hari;25625;29238;3613;TransaksiSukses;Sukses
30/09/2024 09:23;e71hul0wefam1855;f-tsel5;Telkomsel Data Flash 5 GB 30 Hari;25625;29238;3613;TransaksiSukses;Sukses
30/09/2024 09:22;hb7pou09svos88632;tp-sf51;Smartfren Pulsa Transfer 51.000;50038;50103;65;TransaksiSukses;Sukses
30/09/2024 09:21;x07pok09cdf14428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 09:20;w01hu70wokv05923;tsel87;Telkomsel 87.000;86535;86604;69;TransaksiSukses;Sukses
30/09/2024 09:19;iq1hu00wl9b04428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 09:19;rh4ah809mxe070434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
30/09/2024 09:16;7p1hth0w8agc4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 09:15;3p1htb0wk0ce2385;gopay20;Go Pay 20.000;20250;20320;70;TransaksiSukses;Sukses
30/09/2024 09:14;604agj09c0gh5881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
30/09/2024 09:14;417pn609ofcw878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
30/09/2024 09:13;hh4agd09anyo5383;tp-axis5;Axis Pulsa Transfer 5.000;5615;5676;61;TransaksiSukses;Sukses
30/09/2024 09:13;ds4agb09btb22953;isat15;Indosat 15.000;14875;14936;61;TransaksiSukses;Sukses
30/09/2024 09:11;xg4afz09lkym15038;cwj-isat-3;Indosat Data CWJ Freedom Internet Harian 3 GB 3 Hari;10055;10116;0;ProdukSedangGangguan;Gagal
30/09/2024 09:11;4y7pmh097zn8881;axis15;Axis 15.000;14941;15027;86;TransaksiSukses;Sukses
30/09/2024 09:10;gs7pmd09ktzv878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
30/09/2024 09:10;ek7pmc09lbmx15038;cwj-isat-3;Indosat Data CWJ Freedom Internet Harian 3 GB 3 Hari;10055;10116;0;ProdukSedangGangguan;Gagal
30/09/2024 09:07;gs4aeu09wdcf70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
30/09/2024 09:06;697pld0919cj5505;tp-tsel100;Telkomsel Pulsa Transfer 100.000;96136;97130;994;TransaksiSukses;Sukses
30/09/2024 09:05;la1hr80wb37f15038;cwj-isat-3;Indosat Data CWJ Freedom Internet Harian 3 GB 3 Hari;10055;10116;0;ProdukSedangGangguan;Gagal
30/09/2024 09:05;l77pl409qr231474;dana65;DANA 65.000;65075;65161;86;TransaksiSukses;Sukses
30/09/2024 09:04;x41hr30w7bff6715;xl5;Xl 5.000;5834;5921;87;TransaksiSukses;Sukses
30/09/2024 09:04;h91hr20wmkxc15038;cwj-isat-3;Indosat Data CWJ Freedom Internet Harian 3 GB 3 Hari;10055;10116;0;ProdukSedangGangguan;Gagal
30/09/2024 09:04;5o4ae4099d5l70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
30/09/2024 09:02;ce4adw0950v715198;unli-sf2-30;Smartfren Data Unlimited Harian 2 GB Berlaku 30 Hari;94275;94594;319;TransaksiSukses;Sukses
30/09/2024 09:00;nf7pka09k6jy5762;tri10;Three 10.000;10324;10436;112;TransaksiSukses;Sukses
30/09/2024 09:00;6g7pk909fnou65920;isat5;Indosat 5.000;5735;5806;71;TransaksiSukses;Sukses
30/09/2024 09:00;6l4adg09eztt56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 09:00;m07pk50936pf2964;isat5;Indosat 5.000;5745;5806;61;TransaksiSukses;Sukses
30/09/2024 08:58;ve4acz09xcgc5832;tsel20;Telkomsel 20.000;19845;19942;97;TransaksiSukses;Sukses
30/09/2024 08:56;rc4ack09tqgb5832;tsel20;Telkomsel 20.000;19845;19942;97;TransaksiSukses;Sukses
30/09/2024 08:55;vr4aca092mme2960;isat30;Indosat 30.000;29680;29798;118;TransaksiSukses;Sukses
30/09/2024 08:54;1u4ac40961zx5091;spay200;SHOPEE PAY 200.000;200100;200172;72;TransaksiSukses;Sukses
30/09/2024 08:52;k74abp09j3sr66099;tp-tri10;Three Pulsa Transfer 10.000;10113;10374;261;TransaksiSukses;Sukses
30/09/2024 08:52;nc1hoo0wm6eb1745;e-xl2;XL Xtra Edukasi 2 GB 1 Hari;1015;1090;75;TransaksiSukses;Sukses
30/09/2024 08:51;h97pie09ojd42948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
30/09/2024 08:50;997pib0936qx4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 08:49;g14ab509uilu2964;isat5;Indosat 5.000;5745;5806;61;TransaksiGagal;Gagal
30/09/2024 08:49;ax1ho20wld1e6715;xl5;Xl 5.000;5834;5921;87;TransaksiSukses;Sukses
30/09/2024 08:49;qc7pi009rmz15882;tsel50;Telkomsel 50.000;49575;49640;65;TransaksiSukses;Sukses
30/09/2024 08:48;z57phx09srft70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
30/09/2024 08:47;h84aav09rhtd2032;ff70;Free Fire 70 Diamond;8651;8811;160;TransaksiSukses;Sukses
30/09/2024 08:46;mv1hnm0w9gi5396;tp-isat10;Indosat Pulsa Transfer 10.000;10035;10169;134;TransaksiSukses;Sukses
30/09/2024 08:46;sh1hnl0w6zq41337;d-isat700;Indosat 700 MB 30 Hari;5605;6186;581;TransaksiSukses;Sukses
30/09/2024 08:43;l17ph009w1n94428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
30/09/2024 08:40;ne1hmj0wzlh81369;d-tri2;Tri Data 2 GB 30 Hari;11860;12371;511;TransaksiSukses;Sukses
30/09/2024 08:40;bp4a9j09p8kg2376;gopay13;Go Pay 13.000;13250;13310;60;TransaksiSukses;Sukses
30/09/2024 08:39;m77pg709i9ur2347;gm-tri8;Tri Data GetMore 8 GB / 30 Hari;31570;31633;63;TransaksiSukses;Sukses
30/09/2024 08:39;0a1hmc0w14i377082;jb-tsel3-5;Telkomsel Data 3 GB 5 Hari (Jawa Barat);13010;13271;261;TransaksiSukses;Sukses
30/09/2024 08:36;he1hlt0widl956396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 08:35;9e7pfg09fpk33300;kvn10;K-VISION 10.000;9650;9816;166;TransaksiSukses;Sukses
30/09/2024 08:35;hd1hlq0wq4p45846;tsel25;Telkomsel 25.000;24805;24867;62;TransaksiSukses;Sukses
30/09/2024 08:34;r04a8e09p23c85075;kvn30;K-VISION 30.000;29250;29413;163;TransaksiSukses;Sukses
30/09/2024 08:33;6v4a86095dpq3316;kvn8;K-VISION 8.000;7800;8106;306;TransaksiSukses;Sukses
30/09/2024 08:32;ac1hl20wknz13597;m-xl1;XL Data Mini 1 GB / 7 Hari;9360;9421;61;TransaksiSukses;Sukses
30/09/2024 08:32;9z1hl10wybu45590;tp-tsel50;Telkomsel Pulsa Transfer 50.000;48458;49055;597;TransaksiSukses;Sukses
30/09/2024 08:30;pj4a7r09xyl256396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 08:29;zd7pe709um8k56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
30/09/2024 08:27;567pdo09u09r6704;xl10;Xl 10.000;10814;10875;61;TransaksiSukses;Sukses
